"",,,,,,PMIS - Total
CustomerDate Hour of MetricsDay,Airport,City,State,Checkpoint,,Throughput
"",,,,,,(Unadjusted)
"",Ted Stevens AnchorageANC,131InternationalAnchorage,AK,South Checkpoint,,
"",ATL,"Hartsfield Atlanta International Atlanta,",GA,Main Checkpoint,,24
"",BQN,Rafael Hernandez Aguadilla,PR,Rafael Hernandez Air,,139
"",,,,Airside-B,,0
"",DEN,Denver International Denver,CO,,,
"",,,,South,,172
"",,,,Blue-2,,9
"",DTW,Detroit Metro Wayne County Detroit,MI,,,
"",,,,Red 3,,1
"",,,,Terminal B/3,,2
"",EWR,Newark International Newark,NJ,,,
"",,,,Terminal C/1,,5
"",FAI,Fairbanks International Fairbanks,AK,ASAA-FAI,,138
"",FAT,Fresno Air Terminal Fresno,CA,FAT 01,,48
"",GUM,Antonio B. Won Pat International Tamuning,GU,GUM01,,1
"",IAD,"Washington-Dulles International Washington, DC",VA,Passenger Screening Area:  PreCheck,,102
"",,,,Terminal 1,,0
"",,,,Terminal 4 Main,,102
"",JFK,John F. Kennedy International Jamaica,NY,Terminal 5,,9
"",,,,Terminal 7,,0
"",,,,Terminal 8,,4
"",,,,Term 1 - AB,,76
"",LAS,McCarran International Las Vegas,NV,Term 1 - D,,18
"",,,,Terminal 3 - E Upper,,251
"",,,,TBIT Main Checkpoint,,93
"",LAX,Los Angeles International Los Angeles,CA,Terminal 4A - Passenger,,165
"",,,,Terminal 5 - Passenger,,59
00:00,,,,,,
"",LGA,LaGuardia Flushing,NY,TB-CHK,,0
"",MDW,Chicago Midway Chicago,IL,Main Checkpoint,,1
"",MEM,Memphis International Memphis,TN,Int'l Arrivals,,0
"",,,,North 2,,51
"",MIA,Miami International Miami,FL,,,
"",,,,South-J1,,43
"",MSP,Minneapolis-St. Paul International St. Paul,MN,South CP,,2
5/16/2021,,,,,,
"",,,,10,,6
"",ORD,Chicago-OHare International Chicago,IL,4B,,12
"",,,,6A,,9
"",,,,PDX A/B/C,,3
"",PDX,Portland International Airport Portland,OR,,,
